publication,year,endorsed,Party,City,Latitude,Longitude,source,source2,notes
Honolulu Star-Advertiser,1996,Clinton,Democrat,"Honolulu, HI",21.3069444,-157.8583333,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,http://archives.starbulletin.com/96/11/04/editorial/editorials.html,Honolulu Star-Bulletin and Honolulu Advertiser both endorsed Clinton
Honolulu Star-Advertiser,2000,Gore,Democrat,"Honolulu, HI",21.3069444,-157.8583333,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,http://archives.starbulletin.com/2000/11/02/editorial/editorials.html,Honolulu Star-Bulletin and Honolulu Advertiser both endorsed Gore
Honolulu Star-Advertiser,2004,Kerry,Democrat,"Honolulu, HI",21.3069444,-157.8583333,https://www2.gwu.edu/~action/2004/cands/natendorse5.html,http://www.wsj.com/articles/SB109811141470348043,Honolulu Star-Bulletin and Honolulu Advertiser both endorsed Kerry
Honolulu Star-Advertiser,2012,Obama,Democrat,"Honolulu, HI",21.3069444,-157.8583333,http://www.startribune.com/presidential-endorsements-newspaper-by-newspaper/176115241/,,
Honolulu Star-Advertiser,2016,Clinton,Democrat,"Honolulu, HI",21.3069444,-157.8583333,http://www.staradvertiser.com/2016/10/23/editorial/at-long-last-elect-hillary-clinton/,,
Oregonian,1992,Clinton,Democrat,"Portland, OR",45.5230622,-122.6764816,http://articles.latimes.com/1992-10-19/news/mn-442_1_texas-newspapers,,
Oregonian,1996,Clinton,Democrat,"Portland, OR",45.5230622,-122.6764816,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Oregonian,2004,Kerry,Democrat,"Portland, OR",45.5230622,-122.6764816,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Oregonian,2008,Obama,Democrat,"Portland, OR",45.5230622,-122.6764816,http://www.oregonlive.com/opinion/index.ssf/2008/10/obama_for_president.html,,
Tacoma News Tribune,1988,Dukakis,Democrat,"Tacoma, WA",47.2528768,-122.4442906,Confirmed by Tacoma Public Library via phone,,
Tacoma News Tribune,1992,Clinton,Democrat,"Tacoma, WA",47.2528768,-122.4442906,Confirmed by Tacoma Public Library via phone,,
Tacoma News Tribune,1996,Clinton,Democrat,"Tacoma, WA",47.2528768,-122.4442906,"Merzer, Martin. ""Will networks delay projections? Ha!"" Miami Herald. Nov 2, 1996. p. 12A.",,
Tacoma News Tribune,2000,Gore,Democrat,"Tacoma, WA",47.2528768,-122.4442906,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Tacoma News Tribune,2004,Kerry,Democrat,"Tacoma, WA",47.2528768,-122.4442906,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Tacoma News Tribune,2008,Obama,Democrat,"Tacoma, WA",47.2528768,-122.4442906,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Tacoma News Tribune,2012,Obama,Democrat,"Tacoma, WA",47.2528768,-122.4442906,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Tacoma News Tribune,2016,Clinton,Democrat,"Tacoma, WA",47.2528768,-122.4442906,http://www.thenewstribune.com/opinion/article109667622.html,,
San Francisco Chronicle,1996,Clinton,Democrat,"San Francisco, CA",37.7749295,-122.4194155,http://www.pressreader.com/usa/san-francisco-chronicle/20160807/282853665334831,,
San Francisco Chronicle,2000,Gore,Democrat,"San Francisco, CA",37.7749295,-122.4194155,http://www.nber.org/papers/w14445.pdf,,
San Francisco Chronicle,2004,Kerry,Democrat,"San Francisco, CA",37.7749295,-122.4194155,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
San Francisco Chronicle,2008,Obama,Democrat,"San Francisco, CA",37.7749295,-122.4194155,http://www.sfgate.com/opinion/article/Why-Obama-is-the-choice-3189736.php,,
San Francisco Chronicle,2012,Obama,Democrat,"San Francisco, CA",37.7749295,-122.4194155,http://www.sfgate.com/opinion/editorials/article/Chronicle-recommends-Re-elect-Obama-3985242.php,,
San Francisco Chronicle,2016,Clinton,Democrat,"San Francisco, CA",37.7749295,-122.4194155,http://www.sfchronicle.com/opinion/editorials/article/Chronicle-recommends-Hillary-Clinton-for-9123797.php,,
Seattle Times,1988,Dukakis,Democrat,"Seattle, WA",47.6062095,-122.3320708,http://old.seattletimes.com/html/opinion/2001959660_vesely20.html,,
Seattle Post-Intelligencer,1992,Clinton,Democrat,"Seattle, WA",47.6062095,-122.3320708,http://articles.latimes.com/1992-10-19/news/mn-442_1_texas-newspapers,,
Seattle Times,1992,Clinton,Democrat,"Seattle, WA",47.6062095,-122.3320708,http://articles.latimes.com/1992-10-19/news/mn-442_1_texas-newspapers,,
Seattle Post-Intelligencer,1996,Clinton,Democrat,"Seattle, WA",47.6062095,-122.3320708,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Seattle Times,1996,Clinton,Democrat,"Seattle, WA",47.6062095,-122.3320708,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Seattle Post-Intelligencer,2000,Gore,Democrat,"Seattle, WA",47.6062095,-122.3320708,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Seattle Post-Intelligencer,2004,Kerry,Democrat,"Seattle, WA",47.6062095,-122.3320708,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Seattle Times,2004,Kerry,Democrat,"Seattle, WA",47.6062095,-122.3320708,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Seattle Post-Intelligencer,2008,Obama,Democrat,"Seattle, WA",47.6062095,-122.3320708,http://www.seattlepi.com/local/opinion/article/P-I-endorsement-Elect-Obama-1287429.php?ref=www.americanpresidency.org,,
Seattle Times,2008,Obama,Democrat,"Seattle, WA",47.6062095,-122.3320708,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Seattle Times,2012,Obama,Democrat,"Seattle, WA",47.6062095,-122.3320708,http://old.seattletimes.com/html/editorials/2019291350_editobamaendorsementxml.html,,
Seattle Times,2016,Clinton,Democrat,"Seattle, WA",47.6062095,-122.3320708,http://www.seattletimes.com/opinion/editorials/the-times-recommends-hillary-clinton-the-only-choice-for-president/,,
Contra Costa Times,1992,Clinton,Democrat,"Walnut Creek, CA",37.9100783,-122.0651819,"Editor & Publisher. Volume 125, Issue 43. Oct 24, 1992. pp. 11, 44.",,
Contra Costa Times,1996,Clinton,Democrat,"Walnut Creek, CA",37.9100783,-122.0651819,"Email from Veronica Martinez, Bay Area News Group",,
Contra Costa Times,2004,Kerry,Democrat,"Walnut Creek, CA",37.9100783,-122.0651819,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Contra Costa Times,2008,Obama,Democrat,"Walnut Creek, CA",37.9100783,-122.0651819,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Contra Costa Times,2012,Obama,Democrat,"Walnut Creek, CA",37.9100783,-122.0651819,http://www.eastbaytimes.com/2012/10/26/contra-costa-times-editorial-obama-is-the-best-choice-for-a-difficult-job/,,
San Jose Mercury News,1992,Clinton,Democrat,"San Jose, CA",37.3382082,-121.8863286,"Editor & Publisher. Volume 125, Issue 43. Oct 24, 1992. pp. 11, 44.",,
San Jose Mercury News,1996,Clinton,Democrat,"San Jose, CA",37.3382082,-121.8863286,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
San Jose Mercury News,2000,Gore,Democrat,"San Jose, CA",37.3382082,-121.8863286,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
San Jose Mercury News,2004,Kerry,Democrat,"San Jose, CA",37.3382082,-121.8863286,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
San Jose Mercury News,2008,Obama,Democrat,"San Jose, CA",37.3382082,-121.8863286,http://www.mercurynews.com/2008/10/04/editorial-seize-this-historic-moment-elect-barack-obama-for-president/,,
San Jose Mercury News,2012,Obama,Democrat,"San Jose, CA",37.3382082,-121.8863286,http://www.mercurynews.com/2012/10/26/mercury-news-editorial-re-elect-president-obama/,,
San Jose Mercury News,2016,Clinton,Democrat,"San Jose, CA",37.3382082,-121.8863286,http://www.mercurynews.com/2016/10/21/editorial-hillary-clinton-for-president/,,
Sacramento Bee,1980,Carter,Democrat,"Sacramento, CA",38.5815719,-121.4943996,http://www.upi.com/Archives/1980/10/09/The-Sacramento-Bee-today-endorsed-President-Carter-for-re-electionThe/4715339912000/,,
Sacramento Bee,1984,Mondale,Democrat,"Sacramento, CA",38.5815719,-121.4943996,"""Mondale for President."" Sacramento Bee. Oct 14, 1984.",,"Provided by Dan Morain, Sacramento Bee Editorial Page Editor"
Sacramento Bee,1988,Dukakis,Democrat,"Sacramento, CA",38.5815719,-121.4943996,http://www.upi.com/Archives/1988/10/23/Newspapers-endorsing-Republican-George-Bush-for-president-Sunday-praised/5827593582400/,,
Sacramento Bee,1992,Clinton,Democrat,"Sacramento, CA",38.5815719,-121.4943996,"""Bill Clinton for President."" Sacramento Bee. Oct 4, 1992.",,"Provided by Dan Morain, Sacramento Bee Editorial Page Editor"
Sacramento Bee,1996,Clinton,Democrat,"Sacramento, CA",38.5815719,-121.4943996,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Sacramento Bee,2000,Gore,Democrat,"Sacramento, CA",38.5815719,-121.4943996,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Sacramento Bee,2004,Kerry,Democrat,"Sacramento, CA",38.5815719,-121.4943996,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Sacramento Bee,2008,Obama,Democrat,"Sacramento, CA",38.5815719,-121.4943996,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Sacramento Bee,2012,Obama,Democrat,"Sacramento, CA",38.5815719,-121.4943996,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Sacramento Bee,2016,Clinton,Democrat,"Sacramento, CA",38.5815719,-121.4943996,http://www.sacbee.com/opinion/editorials/article105089096.html,,
Modesto Bee,1980,Carter,Democrat,"Modesto, CA",37.6390972,-120.9968782,"Editor & Publisher. Volume 113, Issue 44. Nov 1, 1980. pp. 9, 11, 13.",,
Modesto Bee,1984,Mondale,Democrat,"Modesto, CA",37.6390972,-120.9968782,"Editor & Publisher. Volume 117, Issue 44. Nov 3, 1984. pp. 11-12.",,
Modesto Bee,1988,Dukakis,Democrat,"Modesto, CA",37.6390972,-120.9968782,"Email from Mike Dunbar, Modesto Bee Opinions Page Editor",,
Modesto Bee,1992,Clinton,Democrat,"Modesto, CA",37.6390972,-120.9968782,"Editor & Publisher. Volume 125, Issue 43. Oct 24, 1992. pp. 11, 44.",,
Modesto Bee,1996,Clinton,Democrat,"Modesto, CA",37.6390972,-120.9968782,"Email from Mike Dunbar, Modesto Bee Opinions Page Editor",,
Modesto Bee,2000,Gore,Democrat,"Modesto, CA",37.6390972,-120.9968782,https://www2.gwu.edu/~action/natendorse5.html,,
Modesto Bee,2004,Kerry,Democrat,"Modesto, CA",37.6390972,-120.9968782,https://www2.gwu.edu/~action/2004/cands/natendorse5.html,,
Modesto Bee,2008,Obama,Democrat,"Modesto, CA",37.6390972,-120.9968782,"Email from Mike Dunbar, Modesto Bee Opinions Page Editor",,
Fresno Bee,1980,Carter,Democrat,"Fresno, CA",36.7468422,-119.7725868,"https://news.google.com/newspapers?nid=1955&dat=19801102&id=W_chAAAAIBAJ&sjid=FKEFAAAAIBAJ&pg=4337,407405&hl=en",,
Fresno Bee,1984,Mondale,Democrat,"Fresno, CA",36.7468422,-119.7725868,"Email from Bill McEwen, Fresno Bee Editorial Page Editor",,
Fresno Bee,1988,Dukakis,Democrat,"Fresno, CA",36.7468422,-119.7725868,"Editor & Publisher. Volume 121, Issue 44. Oct 29, 1988. pp. 10-11.",,
Fresno Bee,1992,Clinton,Democrat,"Fresno, CA",36.7468422,-119.7725868,"Editor & Publisher. Volume 125, Issue 43. Oct 24, 1992. pp. 11, 44.",,
Fresno Bee,1996,Clinton,Democrat,"Fresno, CA",36.7468422,-119.7725868,"""The Bee recommends."" Fresno Bee. Nov 5, 1996. p. B4.",,
Fresno Bee,2000,Gore,Democrat,"Fresno, CA",36.7468422,-119.7725868,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Fresno Bee,2004,Kerry,Democrat,"Fresno, CA",36.7468422,-119.7725868,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Fresno Bee,2008,Obama,Democrat,"Fresno, CA",36.7468422,-119.7725868,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Fresno Bee,2012,Obama,Democrat,"Fresno, CA",36.7468422,-119.7725868,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Fresno Bee,2016,Clinton,Democrat,"Fresno, CA",36.7468422,-119.7725868,http://www.fresnobee.com/opinion/editorials/article106756647.html,,
La Opiniãn,1988,Dukakis,Democrat,"Los Angeles, CA",34.0522342,-118.2436849,"Editor & Publisher. Volume 121, Issue 44. Oct 29, 1988. pp. 10-11.",,
La Opiniãn,1992,Clinton,Democrat,"Los Angeles, CA",34.0522342,-118.2436849,"Editor & Publisher. Volume 125, Issue 43. Oct 24, 1992. pp. 11, 44.",,
La Opiniãn,2000,Gore,Democrat,"Los Angeles, CA",34.0522342,-118.2436849,https://www.gwu.edu/~action/natendorse5.html,,
La Opiniãn,2004,Kerry,Democrat,"Los Angeles, CA",34.0522342,-118.2436849,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Los Angeles Daily News,2004,Kerry,Democrat,"Los Angeles, CA",34.0522342,-118.2436849,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
La Opiniãn,2008,Obama,Democrat,"Los Angeles, CA",34.0522342,-118.2436849,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Los Angeles Daily News,2008,Obama,Democrat,"Los Angeles, CA",34.0522342,-118.2436849,http://www.dailynews.com/20081019/barack-obama-for-president,,
Los Angeles Times,2008,Obama,Democrat,"Los Angeles, CA",34.0522342,-118.2436849,http://www.latimes.com/opinion/editorials/la-ed-endorse19-2008oct19-story.html,,
La Opiniãn,2012,Obama,Democrat,"Los Angeles, CA",34.0522342,-118.2436849,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Los Angeles Times,2012,Obama,Democrat,"Los Angeles, CA",34.0522342,-118.2436849,http://www.latimes.com/opinion/endorsements/la-ed-end-president-20121021-story.html,,
Los Angeles Times,2016,Clinton,Democrat,"Los Angeles, CA",34.0522342,-118.2436849,http://www.latimes.com/opinion/editorials/la-ed-hillary-endorsement-20160923-snap-story.html,,
Spokane Spokesman-Review,1992,Clinton,Democrat,"Spokane, WA",47.6587802,-117.4260466,"Editor & Publisher. Volume 125, Issue 43. Oct 24, 1992. pp. 11, 44.",,
Spokane Spokesman-Review,2016,Clinton,Democrat,"Spokane, WA",47.6587802,-117.4260466,http://www.spokesman.com/stories/2016/oct/02/clinton-the-rational-choice-for-president/,,
Riverside Press-Enterprise,1984,Mondale,Democrat,"Riverside, CA",33.9533487,-117.3961564,"Associated Press. Nov 4, 1984.",,
Riverside Press-Enterprise,1988,Dukakis,Democrat,"Riverside, CA",33.9533487,-117.3961564,"Editor & Publisher. Volume 121, Issue 44. Oct 29, 1988. pp. 10-11.",,
Riverside Press-Enterprise,1992,Clinton,Democrat,"Riverside, CA",33.9533487,-117.3961564,"""Press-Enterprise recommends."" Riverside Press-Enterprise. Nov 2, 1992. p. A12.",,
Riverside Press-Enterprise,1996,Clinton,Democrat,"Riverside, CA",33.9533487,-117.3961564,"""Clinton, with fingers crossed."" Riverside Press-Enterprise. Oct 30, 1996. p. A12.",,
San Diego Union Tribune,2016,Clinton,Democrat,"San Diego, CA",32.715738,-117.1610838,http://www.sandiegouniontribune.com/opinion/editorials/sd-hillary-clinton-endorsement-for-president-20160929-story.html,,
Arizona Republic,2016,Clinton,Democrat,"Phoenix, AZ",33.4483771,-112.0740373,http://www.azcentral.com/story/opinion/editorial/2016/09/27/hillary-clinton-endorsement/91198668/,,
Salt Lake Tribune,2008,Obama,Democrat,"Salt Lake City, UT",40.7607793,-111.8910474,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Salt Lake Tribune,2012,Obama,Democrat,"Salt Lake City, UT",40.7607793,-111.8910474,http://archive.sltrib.com/story.php?ref=/sltrib/opinion/55019844-82/endorsement-romney-obama-president.html.csp,,
Salt Lake Tribune,2016,Clinton,Democrat,"Salt Lake City, UT",40.7607793,-111.8910474,http://www.sltrib.com/opinion/4455498-155/editorial-in-the-end-hillary-clinton,,
Arizona Daily Star,1980,Carter,Democrat,"Tucson, AZ",32.2217429,-110.926479,,,Provided by the Pima County Public Library
Arizona Daily Star,1984,Mondale,Democrat,"Tucson, AZ",32.2217429,-110.926479,,,Provided by the Pima County Public Library
Arizona Daily Star,1992,Clinton,Democrat,"Tucson, AZ",32.2217429,-110.926479,"Email from Sarah Gassen, Arizona Daily Star Opinion Writer",,
Arizona Daily Star,1996,Clinton,Democrat,"Tucson, AZ",32.2217429,-110.926479,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Arizona Daily Star,2000,Gore,Democrat,"Tucson, AZ",32.2217429,-110.926479,https://www.gwu.edu/~action/natendorse5.html,,
Arizona Daily Star,2004,Kerry,Democrat,"Tucson, AZ",32.2217429,-110.926479,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Arizona Daily Star,2008,Obama,Democrat,"Tucson, AZ",32.2217429,-110.926479,http://tucson.com/news/opinion/editorial/barack-obama-for-president/article_6b0e2851-e98a-5808-a115-2c11b796eea6.html,,
Arizona Daily Star,2012,Obama,Democrat,"Tucson, AZ",32.2217429,-110.926479,http://tucson.com/news/opinion/editorial/presidential-endorsement-obama-s-agenda-gives-steady-hand-to-economic/article_394bec21-7e03-5513-aec1-0a0bbae322d0.html,,
Denver Post,1992,Clinton,Democrat,"Denver, CO",39.7392358,-104.990251,http://www.nytimes.com/1992/10/25/us/the-1992-campaign-in-editorials-5-major-papers-back-clinton.html,,
Denver Post,1996,Clinton,Democrat,"Denver, CO",39.7392358,-104.990251,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Denver Post,2000,Gore,Democrat,"Denver, CO",39.7392358,-104.990251,http://www.nber.org/papers/w14445.pdf,,
Denver Post,2008,Obama,Democrat,"Denver, CO",39.7392358,-104.990251,http://www.denverpost.com/2008/10/17/post-editorial-board-endorses-obama/,,
Denver Post,2012,Obama,Democrat,"Denver, CO",39.7392358,-104.990251,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Denver Post,2016,Clinton,Democrat,"Denver, CO",39.7392358,-104.990251,https://www.denverpost.com/2016/10/07/denver-post-endorses-hillary-clinton-for-president/,,
San Antonio Express-News,2012,Obama,Democrat,"San Antonio, TX",29.4241219,-98.4936282,http://www.mysanantonio.com/opinion/editorials/article/Obama-has-earned-a-second-term-3965052.php,,
San Antonio Express-News,2016,Clinton,Democrat,"San Antonio, TX",29.4241219,-98.4936282,http://www.mysanantonio.com/opinion/editorials/article/Clinton-the-logical-choice-for-president-9517516.php,,
Austin American-Statesman,1984,Mondale,Democrat,"Austin, TX",30.267153,-97.7430608,"Associated Press. Nov 4, 1984.",,
Austin American-Statesman,1988,Dukakis,Democrat,"Austin, TX",30.267153,-97.7430608,"Confirmed by Jill Chancellor, Northeastern University Library Archives Assistant, via email",,
Austin American-Statesman,1992,Clinton,Democrat,"Austin, TX",30.267153,-97.7430608,"""Texas newspaper endorsements."" Austin American-Statesman. Oct 30, 1992. p. A16.",,
Austin American-Statesman,1996,Clinton,Democrat,"Austin, TX",30.267153,-97.7430608,"""Clinton best for nation."" Austin American-Statesman. Oct 27, 1996. p. K2.",,
Austin American-Statesman,2008,Obama,Democrat,"Austin, TX",30.267153,-97.7430608,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Fort Worth Star-Telegram,1992,Clinton,Democrat,"Fort Worth, TX",32.7554883,-97.3307658,http://articles.latimes.com/1992-10-19/news/mn-442_1_texas-newspapers,,
Fort Worth Star-Telegram,2008,Obama,Democrat,"Fort Worth, TX",32.7554883,-97.3307658,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Wichita Eagle,1988,Dukakis,Democrat,"Wichita, KS",37.6871761,-97.330053,"https://news.google.com/newspapers?nid=1988&dat=19881031&id=1GciAAAAIBAJ&sjid=9KwFAAAAIBAJ&pg=2442,5574346",,As Wichita Eagle-Beacon
Wichita Eagle,1992,Clinton,Democrat,"Wichita, KS",37.6871761,-97.330053,"""Endorsement addendum."" Editor & Publisher. Volume 117, Issue 45. Nov 7, 1992, p. 15.",,
Dallas Morning News,2016,Clinton,Democrat,"Dallas, TX",32.7766642,-96.7969879,http://www.dallasnews.com/opinion/editorials/2016/09/07/recommend-hillary-clinton-us-president,,
Omaha World-Herald,2016,Clinton,Democrat,"Omaha, NE",41.2523634,-95.9979883,http://www.omaha.com/opinion/editorial-hillary-clinton-is-prudent-pick-for-president/article_94a58d80-9341-11e6-a7e8-cf8bfd4f296a.html,,
Houston Chronicle,2008,Obama,Democrat,"Houston, TX",29.7604267,-95.3698028,http://www.chron.com/opinion/recommendations/article/Obama-for-president-Biden-for-vice-president-1764759.php,,
Houston Chronicle,2016,Clinton,Democrat,"Houston, TX",29.7604267,-95.3698028,http://www.chron.com/opinion/recommendations/article/For-Hillary-Clinton-8650345.php,,
Kansas City Star,1980,Carter,Democrat,"Kansas City, MO",39.0997265,-94.5785667,http://www.upi.com/Archives/1980/10/26/The-New-York-Times-Sunday-endorsed-President-Carter-for/4516341380800/,,
Kansas City Star,1988,Dukakis,Democrat,"Kansas City, MO",39.0997265,-94.5785667,"Editor & Publisher. Volume 121, Issue 45. Nov 5, 1988. p. 10.",,
Kansas City Star,1992,Clinton,Democrat,"Kansas City, MO",39.0997265,-94.5785667,http://www.nytimes.com/1992/10/25/us/the-1992-campaign-in-editorials-5-major-papers-back-clinton.html,,
Kansas City Star,2000,Gore,Democrat,"Kansas City, MO",39.0997265,-94.5785667,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Kansas City Star,2004,Kerry,Democrat,"Kansas City, MO",39.0997265,-94.5785667,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Kansas City Star,2008,Obama,Democrat,"Kansas City, MO",39.0997265,-94.5785667,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Kansas City Star,2012,Obama,Democrat,"Kansas City, MO",39.0997265,-94.5785667,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Kansas City Star,2016,Clinton,Democrat,"Kansas City, MO",39.0997265,-94.5785667,http://www.kansascity.com/opinion/editorials/article108280082.html,,
Des Moines Register,1980,Carter,Democrat,"Des Moines, IA",41.6005448,-93.6091064,http://www.upi.com/Archives/1980/11/03/Ronald-Reagan-got-most-of-the-new-newspaper-endorsements/6748342075600/,,
Des Moines Register,1984,Mondale,Democrat,"Des Moines, IA",41.6005448,-93.6091064,"""Mondale for President."" Des Moines Register. Nov 4, 1984. p. C1.",,
Des Moines Register,1988,Dukakis,Democrat,"Des Moines, IA",41.6005448,-93.6091064,http://articles.philly.com/1988-10-31/news/26269586_1_dukakis-backers-candidate-bush-democrat-michael-s-dukakis,,
Des Moines Register,1992,Clinton,Democrat,"Des Moines, IA",41.6005448,-93.6091064,http://www.nytimes.com/1992/10/26/us/the-1992-campaign-more-newspapers-endorse.html,,
Des Moines Register,1996,Clinton,Democrat,"Des Moines, IA",41.6005448,-93.6091064,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Des Moines Register,2000,Gore,Democrat,"Des Moines, IA",41.6005448,-93.6091064,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Des Moines Register,2004,Kerry,Democrat,"Des Moines, IA",41.6005448,-93.6091064,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Des Moines Register,2008,Obama,Democrat,"Des Moines, IA",41.6005448,-93.6091064,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Des Moines Register,2016,Clinton,Democrat,"Des Moines, IA",41.6005448,-93.6091064,http://www.desmoinesregister.com/story/opinion/editorials/endorsement/2016/10/15/registers-endorsement-clinton-vote-american-values/92009448/,,
Minneapolis Star Tribune,1984,Mondale,Democrat,"Minneapolis, MN",44.977753,-93.2650108,http://www.upi.com/Archives/1984/10/29/Reagan-Mondale-endorsed-by-newspapers-a-cross-country/1780467874000/,,
Minneapolis Star Tribune,1988,Dukakis,Democrat,"Minneapolis, MN",44.977753,-93.2650108,http://articles.philly.com/1988-10-31/news/26269586_1_dukakis-backers-candidate-bush-democrat-michael-s-dukakis,,
Minneapolis Star Tribune,1992,Clinton,Democrat,"Minneapolis, MN",44.977753,-93.2650108,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Minneapolis Star Tribune,1996,Clinton,Democrat,"Minneapolis, MN",44.977753,-93.2650108,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Minneapolis Star Tribune,2000,Gore,Democrat,"Minneapolis, MN",44.977753,-93.2650108,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Minneapolis Star Tribune,2004,Kerry,Democrat,"Minneapolis, MN",44.977753,-93.2650108,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Minneapolis Star Tribune,2008,Obama,Democrat,"Minneapolis, MN",44.977753,-93.2650108,http://www.startribune.com/editorial-barack-obama-for-president/33243864/,,
Minneapolis Star Tribune,2012,Obama,Democrat,"Minneapolis, MN",44.977753,-93.2650108,http://www.startribune.com/editorial-president-obama-for-a-second-term/176032451/,,
St. Paul Pioneer Press,1984,Mondale,Democrat,"St. Paul, MN",44.9537029,-93.0899578,"Editor & Publisher. Volume 117, Issue 44. Nov 3, 1984. pp. 11-12.",,
St. Paul Pioneer Press,1992,Clinton,Democrat,"St. Paul, MN",44.9537029,-93.0899578,"https://news.google.com/newspapers?nid=1665&dat=19921019&id=W-8eAAAAIBAJ&sjid=iyQEAAAAIBAJ&pg=6852,4930126",,
St. Paul Pioneer Press,1996,Clinton,Democrat,"St. Paul, MN",44.9537029,-93.0899578,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
St. Louis Post-Dispatch,1980,Carter,Democrat,"St. Louis, MO",38.6270025,-90.1994042,"https://news.google.com/newspapers?nid=1955&dat=19801102&id=W_chAAAAIBAJ&sjid=FKEFAAAAIBAJ&pg=4337,407405&hl=en",,
St. Louis Post-Dispatch,1984,Mondale,Democrat,"St. Louis, MO",38.6270025,-90.1994042,"""Before you vote, think."" St. Louis Post-Dispatch. Nov 4, 1984. p. 2B.",,
St. Louis Post-Dispatch,1988,Dukakis,Democrat,"St. Louis, MO",38.6270025,-90.1994042,http://www.nytimes.com/1988/10/24/us/politics-dukakis-wins-endorsement-of-newspapers-in-four-cities.html,,
St. Louis Post-Dispatch,1992,Clinton,Democrat,"St. Louis, MO",38.6270025,-90.1994042,"""Bill Clinton for President."" St. Louis Post-Dispatch. Sep 20, 1992. p. 2B.",,
St. Louis Post-Dispatch,1996,Clinton,Democrat,"St. Louis, MO",38.6270025,-90.1994042,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
St. Louis Post-Dispatch,2000,Gore,Democrat,"St. Louis, MO",38.6270025,-90.1994042,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
St. Louis Post-Dispatch,2004,Kerry,Democrat,"St. Louis, MO",38.6270025,-90.1994042,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
