publication,year,endorsed,Party,City,Latitude,Longitude,source,source2,notes
Daytona Beach News-Journal,1980,Carter,Democrat,"Daytona Beach, FL",29.2108147,-81.0228331,http://www.upi.com/Archives/1980/10/29/The-Daytona-Beach-Fla-Journal-endorsed-President-Carter-but/3242341643600/,"Email from Mark Lane, Daytona Beach News-Journal Columnist","Before merging in 1986, the Daytona Morning Journal and Daytona Evening News were published separately but with a shared editorial board, endorsements were generally published in the joint Sunday News-Journal"
Daytona Beach News-Journal,1984,Mondale,Democrat,"Daytona Beach, FL",29.2108147,-81.0228331,"Associated Press. Nov 5, 1984.","Email from Mark Lane, Daytona Beach News-Journal Columnist","Before merging in 1986, the Daytona Morning Journal and Daytona Evening News were published separately but with a shared editorial board, endorsements were generally published in the joint Sunday News-Journal"
Daytona Beach News-Journal,1992,Clinton,Democrat,"Daytona Beach, FL",29.2108147,-81.0228331,"Email from Scott Kent, Daytona Beach News-Journal Opinion Editor",,
Daytona Beach News-Journal,1996,Clinton,Democrat,"Daytona Beach, FL",29.2108147,-81.0228331,https://news.google.com/newspapers?id=dnpIAAAAIBAJ&sjid=Bg8EAAAAIBAJ&pg=5010%2C6116161,,
Daytona Beach News-Journal,2000,Gore,Democrat,"Daytona Beach, FL",29.2108147,-81.0228331,https://www.gwu.edu/~action/natendorse5.html,,
Daytona Beach News-Journal,2004,Kerry,Democrat,"Daytona Beach, FL",29.2108147,-81.0228331,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Daytona Beach News-Journal,2008,Obama,Democrat,"Daytona Beach, FL",29.2108147,-81.0228331,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Charlotte Observer,1980,Carter,Democrat,"Charlotte, NC",35.2270869,-80.8431267,"Email from Taylor Batten, Editorial Page Editor of the Observer",,
Charlotte Observer,1984,Mondale,Democrat,"Charlotte, NC",35.2270869,-80.8431267,http://www.upi.com/Archives/1984/11/04/Several-US-newspapers-waited-until-the-Sunday-before-Election/7137468392400/,,
Charlotte Observer,1988,Dukakis,Democrat,"Charlotte, NC",35.2270869,-80.8431267,http://articles.philly.com/1988-10-31/news/26269586_1_dukakis-backers-candidate-bush-democrat-michael-s-dukakis,,
Charlotte Observer,1992,Clinton,Democrat,"Charlotte, NC",35.2270869,-80.8431267,http://www.nytimes.com/1992/10/12/us/the-1992-campaign-rivals-each-win-endorsements.html,,
Charlotte Observer,1996,Clinton,Democrat,"Charlotte, NC",35.2270869,-80.8431267,http://lasvegassun.com/news/1996/oct/28/midwest-south-papers-like-dole/,,
Charlotte Observer,2000,Gore,Democrat,"Charlotte, NC",35.2270869,-80.8431267,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Charlotte Observer,2004,Kerry,Democrat,"Charlotte, NC",35.2270869,-80.8431267,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Charlotte Observer,2008,Obama,Democrat,"Charlotte, NC",35.2270869,-80.8431267,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Charlotte Observer,2012,Obama,Democrat,"Charlotte, NC",35.2270869,-80.8431267,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Charlotte Observer,2016,Clinton,Democrat,"Charlotte, NC",35.2270869,-80.8431267,http://www.charlotteobserver.com/opinion/editorials/article105437296.html,,
Miami Herald,2000,Gore,Democrat,"Miami, FL",25.7616798,-80.1917902,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Miami Herald,2004,Kerry,Democrat,"Miami, FL",25.7616798,-80.1917902,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Miami Herald,2008,Obama,Democrat,"Miami, FL",25.7616798,-80.1917902,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Miami Herald,2012,Obama,Democrat,"Miami, FL",25.7616798,-80.1917902,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Miami Herald,2016,Clinton,Democrat,"Miami, FL",25.7616798,-80.1917902,http://www.miamiherald.com/opinion/editorials/article108145747.html,,
South Florida Sun-Sentinel,1996,Clinton,Democrat,"Fort Lauderdale, FL",26.1224386,-80.1373174,http://articles.sun-sentinel.com/1996-11-04/news/9611030251_1_endorsements-tight-race-newspapers-editorial,,
South Florida Sun-Sentinel,2000,Gore,Democrat,"Fort Lauderdale, FL",26.1224386,-80.1373174,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
South Florida Sun-Sentinel,2004,Kerry,Democrat,"Fort Lauderdale, FL",26.1224386,-80.1373174,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
South Florida Sun-Sentinel,2008,Obama,Democrat,"Fort Lauderdale, FL",26.1224386,-80.1373174,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
South Florida Sun-Sentinel,2016,Clinton,Democrat,"Fort Lauderdale, FL",26.1224386,-80.1373174,http://www.sun-sentinel.com/opinion/endorsements/fl-endorsement-hillary-clinton-president-20161001-story.html,,
Palm Beach Post,1980,Carter,Democrat,"Palm Beach, FL",26.7056206,-80.0364297,"Editor & Publisher. Volume 113, Issue 44. Nov 1, 1980. pp. 9, 11, 13.",,"Listed as ""West Palm Beach Post"""
Palm Beach Post,1984,Mondale,Democrat,"Palm Beach, FL",26.7056206,-80.0364297,"Editor & Publisher. Volume 117, Issue 44. Nov 3, 1984. pp. 11-12.",,"Listed as ""West Palm Beach Post"""
Palm Beach Post,1988,Dukakis,Democrat,"Palm Beach, FL",26.7056206,-80.0364297,"""Dukakis for president."" Palm Beach Post. Oct. 24, 1988. p. 1F.",,
Palm Beach Post,1992,Clinton,Democrat,"Palm Beach, FL",26.7056206,-80.0364297,"""Endorsement addendum."" Editor & Publisher. Volume 117, Issue 45. Nov 7, 1992, p. 15.",,
Palm Beach Post,1996,Clinton,Democrat,"Palm Beach, FL",26.7056206,-80.0364297,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Palm Beach Post,2000,Gore,Democrat,"Palm Beach, FL",26.7056206,-80.0364297,https://www.gwu.edu/~action/natendorse5.html,,
Palm Beach Post,2004,Kerry,Democrat,"Palm Beach, FL",26.7056206,-80.0364297,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Palm Beach Post,2008,Obama,Democrat,"Palm Beach, FL",26.7056206,-80.0364297,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Pittsburgh Post-Gazette,1980,Carter,Democrat,"Pittsburgh, PA",40.4406248,-79.9958864,"https://news.google.com/newspapers?nid=1955&dat=19801102&id=W_chAAAAIBAJ&sjid=FKEFAAAAIBAJ&pg=4337,407405&hl=en",,
Pittsburgh Post-Gazette,1984,Mondale,Democrat,"Pittsburgh, PA",40.4406248,-79.9958864,https://news.google.com/newspapers?nid=gL9scSG3K_gC&dat=19841105&printsec=frontpage&hl=en,,
Pittsburgh Post-Gazette,1988,Dukakis,Democrat,"Pittsburgh, PA",40.4406248,-79.9958864,https://news.google.com/newspapers?nid=gL9scSG3K_gC&dat=19881107&printsec=frontpage&hl=en,,
Pittsburgh Post-Gazette,1992,Clinton,Democrat,"Pittsburgh, PA",40.4406248,-79.9958864,http://articles.chicagotribune.com/1992-10-22/news/9204050599_1_democrat-bill-clinton-president-bush-usa-today-poll,,
Pittsburgh Post-Gazette,1996,Clinton,Democrat,"Pittsburgh, PA",40.4406248,-79.9958864,https://news.google.com/newspapers?id=eggwAAAAIBAJ&sjid=DHADAAAAIBAJ&pg=5893%2C53031,,
Pittsburgh Post-Gazette,2000,Gore,Democrat,"Pittsburgh, PA",40.4406248,-79.9958864,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Pittsburgh Post-Gazette,2004,Kerry,Democrat,"Pittsburgh, PA",40.4406248,-79.9958864,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Pittsburgh Post-Gazette,2008,Obama,Democrat,"Pittsburgh, PA",40.4406248,-79.9958864,http://old.post-gazette.com/pg/08286/919151-192.stm,,
Pittsburgh Post-Gazette,2012,Obama,Democrat,"Pittsburgh, PA",40.4406248,-79.9958864,http://www.post-gazette.com/editorials/2012/10/28/Re-elect-Obama-The-made-over-Mitt-Romney-is-no-alternative/stories/201210280186,,
Greensboro News & Record,1984,Mondale,Democrat,"Greensboro, NC",36.0726354,-79.7919754,http://www.upi.com/Archives/1984/11/04/Several-US-newspapers-waited-until-the-Sunday-before-Election/7137468392400/,"""Mondale for president."" Greensboro News & Record. Nov 4, 1984. p. E2.",
Greensboro News & Record,1988,Dukakis,Democrat,"Greensboro, NC",36.0726354,-79.7919754,"https://news.google.com/newspapers?nid=1988&dat=19881031&id=1GciAAAAIBAJ&sjid=9KwFAAAAIBAJ&pg=2442,5574346",,
Greensboro News & Record,1992,Clinton,Democrat,"Greensboro, NC",36.0726354,-79.7919754,"""Endorsement addendum."" Editor & Publisher. Volume 117, Issue 45. Nov 7, 1992, p. 15.",,
Greensboro News & Record,1996,Clinton,Democrat,"Greensboro, NC",36.0726354,-79.7919754,"""More papers make endorsements in presidential race."" Editor & Publisher. Volume 129, Issue 45. Nov 9, 1996. p. 3.",,
Greensboro News & Record,2000,Gore,Democrat,"Greensboro, NC",36.0726354,-79.7919754,,,
Greensboro News & Record,2004,Kerry,Democrat,"Greensboro, NC",36.0726354,-79.7919754,,,
Greensboro News & Record,2016,Clinton,Democrat,"Greensboro, NC",36.0726354,-79.7919754,http://www.greensboro.com/opinion/n_and_r_editorials/our-opinion-clinton-for-president/article_21eb0ff6-9337-5b5f-8c6c-6d90c5009505.html,,
Buffalo News,1988,Dukakis,Democrat,"Buffalo, NY",42.8864468,-78.8783689,"""Gov. Dukakis promises vision and competence."" Buffalo News. Oct 30, 1988. p. H12.",,
Buffalo News,1992,Clinton,Democrat,"Buffalo, NY",42.8864468,-78.8783689,"""At a vital turning point, Clinton for president."" Buffalo News. Oct 25, 1992. p. G8.",,
Buffalo News,1996,Clinton,Democrat,"Buffalo, NY",42.8864468,-78.8783689,https://www.highbeam.com/doc/1P2-22889919.html,,
Buffalo News,2000,Gore,Democrat,"Buffalo, NY",42.8864468,-78.8783689,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Buffalo News,2004,Kerry,Democrat,"Buffalo, NY",42.8864468,-78.8783689,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Buffalo News,2008,Obama,Democrat,"Buffalo, NY",42.8864468,-78.8783689,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Buffalo News,2012,Obama,Democrat,"Buffalo, NY",42.8864468,-78.8783689,http://www.buffalonews.com/apps/pbcs.dll/article?AID=/20121028/OPINION/121029422/1074,,
Raleigh News & Observer,1980,Carter,Democrat,"Raleigh, NC",35.7795897,-78.6381787,"Editor & Publisher. Volume 113, Issue 44. Nov 1, 1980. pp. 9, 11, 13.",,
Raleigh News & Observer,1984,Mondale,Democrat,"Raleigh, NC",35.7795897,-78.6381787,http://www.upi.com/Archives/1984/11/04/Several-US-newspapers-waited-until-the-Sunday-before-Election/7137468392400/,,
Raleigh News & Observer,1988,Dukakis,Democrat,"Raleigh, NC",35.7795897,-78.6381787,"""For president: Dukakis."" Raleigh News & Observer. Oct 23, 1988. p. 6D.",,"Provided by Olivia Raney Local History Library in Raleigh, NC"
Raleigh News & Observer,1992,Clinton,Democrat,"Raleigh, NC",35.7795897,-78.6381787,"Editor & Publisher. Volume 125, Issue 43. Oct 24, 1992. pp. 11, 44.",,
Raleigh News & Observer,1996,Clinton,Democrat,"Raleigh, NC",35.7795897,-78.6381787,"""Faith in Clinton."" Raleigh News & Observer. Nov 2, 1996. p. A18.",,
Raleigh News & Observer,2000,Gore,Democrat,"Raleigh, NC",35.7795897,-78.6381787,https://www.gwu.edu/~action/natendorse5.html,,
Raleigh News & Observer,2004,Kerry,Democrat,"Raleigh, NC",35.7795897,-78.6381787,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Raleigh News & Observer,2008,Obama,Democrat,"Raleigh, NC",35.7795897,-78.6381787,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Raleigh News & Observer,2012,Obama,Democrat,"Raleigh, NC",35.7795897,-78.6381787,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Raleigh News & Observer,2016,Clinton,Democrat,"Raleigh, NC",35.7795897,-78.6381787,http://www.newsobserver.com/opinion/editorials/article106974777.html,,
Rochester Democrat & Chronicle,1988,Dukakis,Democrat,"Rochester, NY",43.16103,-77.6109219,"""Dukakis for president."" Rochester Democrat and Chronicle. Oct 30, 1988. p. 18A.",,Published jointly with Rochester Times-Union
Rochester Democrat & Chronicle,1992,Clinton,Democrat,"Rochester, NY",43.16103,-77.6109219,http://articles.latimes.com/1992-10-19/news/mn-442_1_texas-newspapers,,
Rochester Democrat & Chronicle,1996,Clinton,Democrat,"Rochester, NY",43.16103,-77.6109219,"""A summary of our recommendations."" Rochester Democrat & Chronicle. Nov 3, 1996. p. 14A.",,
Rochester Democrat & Chronicle,2000,Gore,Democrat,"Rochester, NY",43.16103,-77.6109219,https://www.gwu.edu/~action/natendorse5.html,,
Rochester Democrat & Chronicle,2004,Kerry,Democrat,"Rochester, NY",43.16103,-77.6109219,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Rochester Democrat & Chronicle,2008,Obama,Democrat,"Rochester, NY",43.16103,-77.6109219,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Rochester Democrat & Chronicle,2012,Obama,Democrat,"Rochester, NY",43.16103,-77.6109219,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Rochester Democrat & Chronicle,2016,Clinton,Democrat,"Rochester, NY",43.16103,-77.6109219,http://www.democratandchronicle.com/story/opinion/editorials/2016/10/14/rochester-democrat-and-chronicle-endorses-hillary-clinton-for-president/92047088/,,
Washington Post,1980,Carter,Democrat,"Washington, DC",38.9071923,-77.0368707,http://www.upi.com/Archives/1980/10/30/The-Washington-Post-endorsed-President-Carter-in-its-Friday/3970341730000/,,
Washington Post,1984,Mondale,Democrat,"Washington, DC",38.9071923,-77.0368707,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Washington Post,1992,Clinton,Democrat,"Washington, DC",38.9071923,-77.0368707,http://www.nytimes.com/1992/10/12/us/the-1992-campaign-rivals-each-win-endorsements.html,,
Washington Post,1996,Clinton,Democrat,"Washington, DC",38.9071923,-77.0368707,http://articles.sun-sentinel.com/1996-11-04/news/9611030251_1_endorsements-tight-race-newspapers-editorial,,
Washington Post,2000,Gore,Democrat,"Washington, DC",38.9071923,-77.0368707,http://www.nber.org/papers/w14445.pdf,,
Washington Post,2004,Kerry,Democrat,"Washington, DC",38.9071923,-77.0368707,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Washington Post,2008,Obama,Democrat,"Washington, DC",38.9071923,-77.0368707,http://www.washingtonpost.com/wp-dyn/content/article/2008/10/16/AR2008101603436.html,,
Washington Post,2012,Obama,Democrat,"Washington, DC",38.9071923,-77.0368707,https://www.washingtonpost.com/opinions/washington-post-endorsement-four-more-years-for-president-obama/2012/10/25/6ca309a2-1965-11e2-bd10-5ff056538b7c_story.html,,
Washington Post,2016,Clinton,Democrat,"Washington, DC",38.9071923,-77.0368707,https://www.washingtonpost.com/opinions/hillary-clinton-for-president/2016/10/12/665f9698-8caf-11e6-bf8a-3d26847eeed4_story.html,https://www.washingtonpost.com/opinions/donald-trump-is-a-unique-threat-to-american-democracy/2016/07/22/a6d823cc-4f4f-11e6-aa14-e0c1087f7583_story.html?utm_term=.e3665ffa67e8,"On July 22, 2016, the Washington Post also published an anti-endorsement of Donald Trump"
Baltimore Sun,1980,Carter,Democrat,"Baltimore, MD",39.2903848,-76.6121893,http://www.upi.com/Archives/1980/10/26/The-New-York-Times-Sunday-endorsed-President-Carter-for/4516341380800/,,
Baltimore Sun,2000,Gore,Democrat,"Baltimore, MD",39.2903848,-76.6121893,http://www.washingtonpost.com/wp-srv/politics/early/archive/early103000.htm,,
Baltimore Sun,2004,Kerry,Democrat,"Baltimore, MD",39.2903848,-76.6121893,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Baltimore Sun,2008,Obama,Democrat,"Baltimore, MD",39.2903848,-76.6121893,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Baltimore Sun,2012,Obama,Democrat,"Baltimore, MD",39.2903848,-76.6121893,http://www.baltimoresun.com/news/opinion/editorial/bs-ed-obama-endorsement-20121103-story.html,,
Baltimore Sun,2016,Clinton,Democrat,"Baltimore, MD",39.2903848,-76.6121893,http://www.baltimoresun.com/news/opinion/editorial/bs-ed-hillary-clinton-endorsement-20160929-story.html,,
Norfolk Virginian-Pilot,1992,Clinton,Democrat,"Norfolk, VA",36.8507689,-76.2858726,"https://news.google.com/newspapers?nid=1957&dat=19921026&id=hZNGAAAAIBAJ&sjid=s-kMAAAAIBAJ&pg=1919,7004109",,
Norfolk Virginian-Pilot,1996,Clinton,Democrat,"Norfolk, VA",36.8507689,-76.2858726,"""On balance, Clinton."" Norfolk Virginian-Pilot. Nov 3, 1996. p. J4.",,
Norfolk Virginian-Pilot,2000,Gore,Democrat,"Norfolk, VA",36.8507689,-76.2858726,https://www2.gwu.edu/~action/natendorse5.html,,
Norfolk Virginian-Pilot,2004,Kerry,Democrat,"Norfolk, VA",36.8507689,-76.2858726,https://www2.gwu.edu/~action/2004/cands/natendorse5.html,,
Syracuse Post-Standard,1996,Clinton,Democrat,"Syracuse, NY",43.0481221,-76.1474244,"""For president: Bill Clinton."" Syracuse Post-Standard. Oct 28, 1996.",,
Syracuse Post-Standard,2008,Obama,Democrat,"Syracuse, NY",43.0481221,-76.1474244,http://blog.syracuse.com/opinion/2008/10/obama_for_president_the_illino.html,,
Syracuse Post-Standard,2016,Clinton,Democrat,"Syracuse, NY",43.0481221,-76.1474244,http://www.syracuse.com/opinion/index.ssf/2016/10/editorial_endorsement_hillary_clinton_for_president_in_2016.html,,Under Syracuse Media Group
Wilmington News Journal,1980,Carter,Democrat,"Wilmington, DE",39.7390721,-75.5397878,"""For president, Jimmy Carter."" Wilmington News Journal. Nov 2, 1980. p. H-2.",,
Wilmington News Journal,1984,Mondale,Democrat,"Wilmington, DE",39.7390721,-75.5397878,"""Walter Mondale."" Wilmington News Journal. Nov 4, 1984. p. H2.",,In combined Sunday News Journal
Wilmington News Journal,1988,Dukakis,Democrat,"Wilmington, DE",39.7390721,-75.5397878,"""For president."" Wilmington News-Journal. Nov 6, 1988. p. J2.",,In combined Sunday News Journal
Wilmington News Journal,1992,Clinton,Democrat,"Wilmington, DE",39.7390721,-75.5397878,"""These candidates deserve your support in Tuesday's election."" Wilmington News Journal. Nov 1, 1992. p. J2.",,
Wilmington News Journal,1996,Clinton,Democrat,"Wilmington, DE",39.7390721,-75.5397878,"""Bill Clinton is the best choice to lead the nation."" Wilmington Sunday News Journal. Nov 3, 1996. p. C2.",,
Wilmington News Journal,2000,Gore,Democrat,"Wilmington, DE",39.7390721,-75.5397878,https://www.gwu.edu/~action/natendorse5.html,,
Wilmington News Journal,2004,Kerry,Democrat,"Wilmington, DE",39.7390721,-75.5397878,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Wilmington News Journal,2008,Obama,Democrat,"Wilmington, DE",39.7390721,-75.5397878,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Wilmington News Journal,2012,Obama,Democrat,"Wilmington, DE",39.7390721,-75.5397878,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Allentown Morning Call,1992,Clinton,Democrat,"Allentown, PA",40.6084305,-75.4901833,http://articles.mcall.com/1992-10-25/news/2890548_1_gains-taxes-and-tax-foreign-companies-doing-business-deficit,,
Allentown Morning Call,1996,Clinton,Democrat,"Allentown, PA",40.6084305,-75.4901833,"""Clinton is reluctant choice."" Allentown Morning Call. Oct 27, 1996. p. A10.",,
Allentown Morning Call,2004,Kerry,Democrat,"Allentown, PA",40.6084305,-75.4901833,http://articles.latimes.com/2004/oct/29/nation/na-endorse29,,
Philadelphia Inquirer,1980,Carter,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.upi.com/Archives/1980/10/26/The-New-York-Times-Sunday-endorsed-President-Carter-for/4516341380800/,,
Philadelphia Daily News,1984,Mondale,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,"https://news.google.com/newspapers?nid=1345&dat=19841026&id=_FxOAAAAIBAJ&sjid=ifkDAAAAIBAJ&pg=5670,2449244&hl=en",,
Philadelphia Inquirer,1984,Mondale,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Philadelphia Daily News,1988,Dukakis,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.nytimes.com/1988/10/29/us/endorsements-by-2-papers.html,,
Philadelphia Inquirer,1988,Dukakis,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Philadelphia Daily News,1992,Clinton,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.upi.com/Archives/1992/10/12/Philadelphia-Daily-News-endorses-Clinton/3105718862400/,,
Philadelphia Inquirer,1992,Clinton,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.nytimes.com/1992/10/25/us/the-1992-campaign-in-editorials-5-major-papers-back-clinton.html,,
Philadelphia Daily News,1996,Clinton,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Philadelphia Inquirer,1996,Clinton,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Philadelphia Daily News,2000,Gore,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Philadelphia Inquirer,2000,Gore,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.nber.org/papers/w14445.pdf,,
Philadelphia Daily News,2004,Kerry,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Philadelphia Inquirer,2004,Kerry,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Philadelphia Daily News,2008,Obama,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,https://www.gwu.edu/~action/2008/media08/endorsements/endorse08newspgen.html,,
Philadelphia Inquirer,2008,Obama,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Philadelphia Daily News,2012,Obama,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://articles.philly.com/2012-11-02/news/34878757_1_obama-administration-health-care-reform-barack-obama,,
Philadelphia Inquirer,2012,Obama,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://articles.philly.com/2012-10-15/news/34449767_1_job-creators-economic-policies-president-obama,,
Philadelphia Inquirer,2016,Clinton,Democrat,"Philadelphia, PA",39.9525839,-75.1652215,http://www.philly.com/philly/opinion/Inquirer-Editorial-Clinton-easily-the-best-candidate-for-president.html,,
Newark Star-Ledger,1980,Carter,Democrat,"Newark, NJ",40.735657,-74.1723667,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Newark Star-Ledger,1992,Clinton,Democrat,"Newark, NJ",40.735657,-74.1723667,http://www.nytimes.com/1992/10/26/us/the-1992-campaign-more-newspapers-endorse.html,,
Newark Star-Ledger,1996,Clinton,Democrat,"Newark, NJ",40.735657,-74.1723667,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Newark Star-Ledger,2000,Gore,Democrat,"Newark, NJ",40.735657,-74.1723667,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Newark Star-Ledger,2004,Kerry,Democrat,"Newark, NJ",40.735657,-74.1723667,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Newark Star-Ledger,2008,Obama,Democrat,"Newark, NJ",40.735657,-74.1723667,http://blog.nj.com/njv_editorial_page/2008/10/barack_obama_for_president.html,,
Newark Star-Ledger,2012,Obama,Democrat,"Newark, NJ",40.735657,-74.1723667,http://blog.nj.com/njv_editorial_page/2012/10/barack_obama_the_star-ledger_e.html,,
Newark Star-Ledger,2016,Clinton,Democrat,"Newark, NJ",40.735657,-74.1723667,http://www.nj.com/opinion/index.ssf/2016/10/clinton_for_president_why_we_need_a_landslide_edit.html,,
Bergen Record,1984,Mondale,Democrat,"Hackensack, NJ",40.8859325,-74.0434736,"Associated Press. Nov 4, 1984.",,
Bergen Record,1992,Clinton,Democrat,"Hackensack, NJ",40.8859325,-74.0434736,http://www.nytimes.com/1992/10/26/us/the-1992-campaign-more-newspapers-endorse.html,,
Bergen Record,1996,Clinton,Democrat,"Hackensack, NJ",40.8859325,-74.0434736,"""More papers make endorsements in presidential race."" Editor & Publisher. Volume 129, Issue 45. Nov 9, 1996. p. 3.",,
Bergen Record,2000,Gore,Democrat,"Hackensack, NJ",40.8859325,-74.0434736,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Bergen Record,2004,Kerry,Democrat,"Hackensack, NJ",40.8859325,-74.0434736,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Bergen Record,2008,Obama,Democrat,"Hackensack, NJ",40.8859325,-74.0434736,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Bergen Record,2012,Obama,Democrat,"Hackensack, NJ",40.8859325,-74.0434736,http://www.northjersey.com/opinion/the-record-obama-for-for-2012-1.516178,,
Bergen Record,2016,Clinton,Democrat,"Hackensack, NJ",40.8859325,-74.0434736,http://www.northjersey.com/news/the-record-endorsement-vote-for-clinton-a-fighter-qualified-for-the-presidency-1.1674909,,
Asbury Park Press,1992,Clinton,Democrat,"Asbury Park, NJ",40.2203907,-74.0120817,http://www.nytimes.com/1992/10/26/us/the-1992-campaign-more-newspapers-endorse.html,,
Asbury Park Press,1996,Clinton,Democrat,"Asbury Park, NJ",40.2203907,-74.0120817,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Asbury Park Press,2008,Obama,Democrat,"Asbury Park, NJ",40.2203907,-74.0120817,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Asbury Park Press,2012,Obama,Democrat,"Asbury Park, NJ",40.2203907,-74.0120817,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
New York Times,1980,Carter,Democrat,"New York, NY",40.7127837,-74.0059413,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
New York Times,1984,Mondale,Democrat,"New York, NY",40.7127837,-74.0059413,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
New York Times,1988,Dukakis,Democrat,"New York, NY",40.7127837,-74.0059413,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
New York Daily News,1992,Clinton,Democrat,"New York, NY",40.7127837,-74.0059413,http://www.nytimes.com/1992/10/25/us/the-1992-campaign-in-editorials-5-major-papers-back-clinton.html,,
